kraj	okres	obec	ulica	cislo	psc	posta	predvolba	telefon	fax	web	email	starosta	primator	prednosta	ico	pocetobyvatelov	rozloha	ppz	mobil	urad
Trnavský	Piešťany	Chtelnica	Námestie 1. mája	495/52	922 05	Chtelnica	033	779 41 25, 779 42 05	779 41 25	www.chtelnica.sk	"chtelnica@chtelnica.sk;starosta@chtelnica.sk;prednosta@chtelnica.sk"	Ing.  Peter Radošinský		Ing. Zita Červeňanská	00312584	2585	3297	1216	0905 516 429	Obecný úrad
Prešovský	Bardejov	Varadka		34	086 36	Nižná Polianka	054	479 91 12		www.varadka.sk	chudikova.sylvia@gmail.com	Sylvia Chudíková			00322695	196	737	1492		Obecný úrad
Košický	Michalovce	Čičarovce	Čičarovce	90	076 71	Čičarovce	056	638 31 70	638 31 70	www.cicarovce.sk	cicarovce@sivinet.sk	Imrich Varga			00331449	852	2663	1263	0905 454 852	Obecný úrad
Trnavský	Galanta	Čierna Voda	Čierna Voda	102	925 06	Čierna Voda	031	784 82 97,784 83 24	784 82 97	www.ciernavoda-nyek.sk	"ciernavoda@ciernavoda-nyek.sk;z.csadyova@gmail.com     "	Mgr. Zuzana Csadyová			00305871	1390	1214	1217	0911 241 440	Obecný úrad
Košický	Michalovce	Čierne Pole	Čierne Pole	16	079 01	Veľké Kapušany	056	638 32 22	638 32 22	www.ciernepole.ocu.sk	ciernepole@centrum.sk	Branislav Sijka			00331473	280	423	1700	0908 976 084	Obecný úrad
Banskobystrický	Brezno	Čierny Balog	Závodie	2/2	976 52	Čierny Balog	048	630 43 10, 630 43 14	630 43 29	www.ciernybalog.sk	"ciernybalog@ciernybalog.sk;starosta@ciernybalog.sk;prednosta@ciernybalog.sk "	Ing. František Budovec		Mgr. Róbert Hlaváčik	00313343	5214	14710	1863	0905 592 994	Obecný úrad
Trnavský	Trnava	Cífer	Námestie A. Hlinku	31	919 43	Cífer	033	559 91 88, 559 91 32	559 91 88	www.cifer.sk	"cifer@cifer.sk;starosta@cifer.sk"	Mgr. Maroš Sagan, PhD.			00312347	4052	2988	1291	0911 940 637	Obecný úrad
Košický	Rožňava	Čoltovo		77	049 12	Gemerská Hôrka	058	788 65 00,01	788 65 01	www.coltovo.ocu.sk	coltovo@gmail.com	Ján Hubay			00328162	483	1538	1291	0917 871 300	Obecný úrad
Prešovský	Bardejov	Nižná Polianka		47	086 36	Nižná Polianka	054	479 91 28		www.niznapolianka.ocu.sk	cundra.jan@post.sk	Mgr. Ján Cundra			00322423	255	588	1435		Obecný úrad
Nitriansky	Levice	Dolné Semerovce	Dolné Semerovce	163	935 85	Demandice	036	749 10 25	749 10 25		d.semerovce@stonline.sk	Vendelín Baláž			00306908	541	1321	1729	0911 537 172	Obecný úrad
Prešovský	Svidník	Medvedie			090 05 	Krajná Poľana	054	759 32 93			dalnik@centrum.sk	Juraj Červák			00330728	49	505	1572		Obecný úrad
Žilinský	Martin	Ďanová	Ďanová	22	038 42	Ďanová	043	429 41 84	430 26 79	www.danova.sk	danova@danova.sk	Ing. Miroslav Ďanovský			00316644	545	766	1252	0905 454 200	Obecný úrad
Košický	Trebišov	Dargov	Dubčekova	227	076 61	Bačkov	056	678 28 20	678 28 20	www.obecdargov.sk	dargov@trenet.sk	Ján Kiš			00331481	581	2188	1458	0907 991 584	Obecný úrad
Prešovský	Humenné	Dedačov		28	067 12	Koškovce	057	779 73 40	778 34 92 	www.dedacov.ocu.sk	dedacov@pobox.sk	Ing. Peter Pichoňský			00322920	177	575	1543		Obecný úrad
Žilinský	Dolný Kubín	Dlhá nad Oravou	Dlhá nad Oravou	250	027 55	Dlhá nad Oravou	043	589 42 01,28	582 21 50	www.dlha.sk	"dlhanadoravou@dlhanadoravou.sk;starosta@dlhanadoravou.sk "	Ing. Ján Kamas			00314447	1378	2431	1420	0911 833 628	Obecný úrad
Trnavský	Trnava	Dobrá Voda	Dobrá Voda	121	919 54	Dobrá Voda	033	557 50 03, 557 50 04	557 50 03	www.obecdobravoda.eu 	"dobravoda.starosta@gmail.com;dobravoda.ekonomka@gmail.com"	René Blanárik			00312380	824	3297	1392	0917 789 773	Obecný úrad
Banskobystrický	Lučenec	Dobroč	Dobroč	140	985 53	Mýtna	047	439 71 05	439 71 05	www.dobroc.sk	dobroc@mail.t-com.sk	Ing. Miroslav Remeník			00316059	643	1887	1393	0917 961 326	Obecný úrad
Košický	Rožňava	Dobšiná	SNP	554	049 25	Dobšiná	058	794 12 02, 794 13 19-20	794 16 51	www.dobsina.sk	"dobsina@dobsina.sk;primator@dobsina.sk"		Ján Slovák		00328197	5171	8272	1326	0908 728 369	Mestský úrad
Banskobystrický	Veľký Krtíš	Dolinka	Dolinka	211	991 28	Vinica	047	488 91 21	488 91 21	www.dolinka.org	"dolinka@dolinka.org;nagy.jozsef@dolinka.org"	Zsolt Régi			00319287	478	730	1260	0905 398 500	Obecný úrad
Trenčiansky	Púchov	Dolná Breznica	Dolná Breznica	62	020 61	Lednické Rovne	042	469 63 07	469 63 07	www.dolnabreznica.ocu.sk	dolnabreznica@stonline.sk	Lukáš Pekara			00317144	869	836	1388	0911 590 385	Obecný úrad
Banskobystrický	Brezno	Dolná Lehota	Dolná Lehota	162	976 98	Lopej	048	617 92 37	617 93 03	http://dolnalehota.e-obce.sk	dolnalehota@zoznam.sk	Viera Hudíková			00313351	779	5544	1424	0911 590 851 	Obecný úrad
Trnavský	Galanta	Dolná Streda	J. Majku	650	925 63	Dolná Streda	031	789 29 88,789 32 80	789 29 88	www.dolnastreda.sk	dolnastreda@seznam.cz	Mgr. Ľuboš Šúry			00611638	1429	1346	1283	0902 089 848	Obecný úrad
Banskobystrický	Žiar nad Hronom	Dolná Ves	Dolná Ves	81	967 01	Kremnica	045	674 21 27	674 21 27	www.dolnaves.sk	dolnaves@stonline.sk	Milan Pračko			00320587	247	237	1429	0908 935 423	Obecný úrad
Nitriansky	Nitra	Dolné Lefantovce	Nitrianska	36	951 45	Horné Lefantovce	037	778 60 03, 778 60 04	778 60 03	www.dolnelefantovce.sk	"dolne.lefantovce@stonline.sk;lefantovce@stonline.sk;starosta@dolnelefantovce.sk"	Mgr. Miloslav Krajčík			37869051	529	461	1113	0911 334 432	Obecný úrad
Nitriansky	Nitra	Dolné Obdokovce	Dolné Obdokovce	103	951 02	Pohranice	037	787 62 10	787 62 10	www.dolneobdokovce.ocu.sk	dolneobdokovce@mail.t-com.sk	Marián Paulisz			00307891	1190	1019	1228	0905 478 099	Obecný úrad
Trnavský	Galanta	Dolné Saliby	Dolné Saliby	355	925 02	Dolné Saliby	031	785 31 89,785 30 61	701 78 22	www.dolnesaliby.sk	"dolnesaliby@dolnesaliby.sk;alsoszeli@dolnesaliby.sk"	Ing. Ľudovít Kovács			00305910	1922	1871	1158		Obecný úrad
Banskobystrický	Veľký Krtíš	Dolné Strháre	Dolné Strháre	126	991 03	Pôtor	047	489 63 25		www.dolnestrhare.ocu.sk	dolnestrhare@procomp.sk	Gabriela Hudecová			00319317	183	1770	1244	0903 216 119	Obecný úrad
Trnavský	Hlohovec	Dolné Zelenice	Dolné Zelenice	107	920 52	Siladice	033	744 52 50	744 52 50	dolne.zelenice.sk	dolnezelenice@gmail.com	Mgr. Dagmar Jakubcová			00653942	561	272	1244		Obecný úrad
Nitriansky	Levice	Domadice	Domadice	23	935 87	Santovka	036	639 92 04	639 92 04	www.domadice.sk	"domadice@domadice.sk;starosta@domadice.sk"	Marian Berkeš			00587516	240	1362	1138	0903 574 057	Obecný úrad
Prešovský	Levoča	Domaňovce		92	053 02	Spišský Hrhov	053	449 21 80	449 21 80	"www.domanovce.ocu.sk;www.obecdomanovce.sk"	domanovce@stonline.sk	Martina Bednárová			00329037	936	1283	1258	0911 988 439	Obecný úrad
Prešovský	Sabinov	Drienica		168	083 01	Sabinov	051	458 42 22	458 42 22	www.drienica.sk	"drienica@drienica.sk;obec@drienica.sk"	Ing. Igor Birčák			00326968	714	1021	1343	0903 324 572	Obecný úrad
Trnavský	Piešťany	Dubovany	Dubovany	200	922 08	Veselé pri Piešťanoch	033	779 61 01	773 31 22	www.dubovany.sk	"dubovany@stonline.sk;starosta@dubovany.sk;dubovany@dubovany.sk;podatelna@dubovany.sk"	Miroslav Michalčík			00312479	975	1134	1278	0915 714 302,0905 427 119	Obecný úrad
Žilinský	Turčianske Teplice	Dubové	Dubové                                        Dubové 50      Dubové                               	50	038 23	Dubové 	043	492 10 53,12 29	492 10 53	www.dubove.sk	"dubove@dubove.sk;oudubove@gaya.sk   "	Ing. Ľubomír Lettrich			00316636	716	2829	1262	0905 520 748	Obecný úrad
Banskobystrický	Zvolen	Dubové	Dubové	82	962 61	Dobrá Niva	045	538 74 43	538 76 07	www.dubove.ocu.sk	dubove@stonline.sk	Anna Janovicová			00319881	266	1329	1255		Obecný úrad
Trnavský	Piešťany	Ducové	Ducové	121	922 21	Moravany nad Váhom	033	772 55 01	772 55 01	www.ducove.sk	"ducove@ducove.sk;kolarikova@ducove.sk"	Mária Koláriková			31826270	376	263	1348	0918 426 722	Obecný úrad
Prešovský	Prešov	Dulova Ves		18	082 52	Kokošovce	051	779 83 30	779 83 30	www.dulovaves.sk	dulovaves@szm.sk	Barbora Ježiková			00327000	691	607	1417	0918 480 984	Obecný úrad
Nitriansky	Nitra	Melek	Melek	250	952 01	Vráble	037	788 22 59	788 22 59	www.melek.ocu.sk	dusanbako@pobox.sk	Ján Ferus			00308251	453	620	1332	0905 569 922	Obecný úrad
Nitriansky	Topoľčany	Dvorany nad Nitrou	Dvorany nad Nitrou	13	956 11	Ludanice	038	531 93 30		www.dvoranynadnitrou.sk	dvoranynadnitrou@stonline.sk	František Košecký			00699161	762	452	1285		Obecný úrad
Nitriansky	Levice	Farná	Farná	462	935 66	Farná	036	772 11 90,773 42 01,52	772 11 90,773 42 52	www.farna.sk	"farna@nextra.sk;csomorova@farna.sk"	Vlasta Csomorová			00306941	1299	185	1156	0905 441 142	Obecný úrad
Prešovský	Svidník	Fijaš			087 01	Giraltovce	054	759 81 84,67  			fijas@post.sk	Jana Tchuriková  			00330442	139	440	1414	0907 991 149, 0910 687 375	Obecný úrad
Banskobystrický	Lučenec	Fiľakovské Kováče	Fiľakovské Kováče	275	986 01	Fiľakovo	047	438 02 33	451 11 84		filkovace@post.sk	Oto Agócs			00316083	914	1142	1246		Obecný úrad
Trnavský	Dunajská Streda	Gabčíkovo	Hlavná	1039/21	930 05	Gabčíkovo	031	559 41 01,43 01	559 44 06	www.gabcikovo.sk	"gabcikovo@nextra.sk;gabcikovobcsorgo@nextra.sk"	Bc. Iván Fenes		Eva Vargová	00305391	5343	5239	1264	0905 310 652 	Obecný úrad
Trnavský	Galanta	Galanta	Mierové Námestie	940/1	924 18	Galanta	031	780 36 57, 788 43 01,11,80	780 35 92	www.galanta.sk	"galanta@galanta.sk;info@galanta.sk;primator@galanta.sk"		Peter Paška	zastupuje: Lucia Galambosová	00305936	15147	3391	1237		Mestský úrad
Trnavský	Galanta	Gáň	Gáň	27	925 31	Gáň	031	780 51 04,15	780 51 16	www.gan.sk	gan@gan.sk	Mgr. Denisa Ivančíková			00305944	716	617	1113	0904 514 420 	Obecný úrad
Žilinský	Žilina	Gbeľany	Urbárska 	366/3	013 02	Gbeľany	041	598 03 63,64,569 20 04,20 81,29 84		www.gbelany.eu	"gbelany@gbelany.eu;starosta@gbelany.eu "	Ing. Jozef Martinček			00321273	1217	713	1362	0915 891 556 	Obecný úrad
Košický	Rožňava	Gemerská Panica		260	980 46	Gemerská Panica	047	552 29 13	552 29 13	www.gemerskapanica.ocu.sk	gemerska.panica@gmail.com	Milan Majoroš 			00318698	676	1492	1247	0907 992 360	Obecný úrad
Banskobystrický	Rimavská Sobota	Gemerské Michalovce	Gemerské Michalovce	2	982 52	Nižná Kaloša	047	559 53 33  	559 53 33		gemerske.michalovceobec@zoznam.sk  	Levente Hubay  			00650021	96	625	1413	0905 959796	Obecný úrad
Banskobystrický	Rimavská Sobota	Gemerský Jablonec	Hlavná 	277	980 35	Gemerský Jablonec 	047	581 21 40,568 44 14  	568 44 14	www.gemerskyjablonec.sk	gemerskyjablonec@stonline.sk	Július Agócs  			00318710	705	1044	1275	0905 593 651	Obecný úrad
Košický	Rožňava	Gemerská Hôrka		151	049 12	Gemerská Hôrka	058	792 12 25	792 12 25	"www.gemhorka.sk;www.gemerskahorka.szm.com"	gemhorka@nextra.sk 	Tibor Balázs			00328219	1342	1279	1413		Obecný úrad
Prešovský	Prešov	Geraltov		35	082 67 	Terňa	051	459 52 26	459 52 26	"www.obecgeraltov.wordpress.com;www.geraltov.ou.sk "	geraltov@zoznam.sk	Danka Dobranská 			00327042	135	1067	1339	0911 485 321	Obecný úrad
Banskobystrický	Rimavská Sobota	Gemerské Dechtáre	Hlavná	170	980 04	Hostice	047	569 96 37	569 96 37	"web.stonline.sk/gem.dechtare;www.gemerskedechtare.webnode.sk"	"gm.dechtare@stonline.sk;gm.dechtare@mail.t-com.sk;zagyis@mail.t-com.sk"	Štefan Zagyi			00649571	454	2020	1246	0905 316 517	Obecný úrad
Prešovský	Prešov	Gregorovce		88	082 66	Uzovce	051	776 25 32	776 25 32	"www.gregorovce.eu;www.gregorovce.obceinfo.sk"	gregorovceobec@gmail.com	Ing. Slavomír Verčimák			00327051	801	984	1248	0905 908 492	Obecný úrad
Prešovský	Humenné	Gruzovce		1	067 22	Ohradzany	057	775 58 06		www.gruzovce.weblahko.sk	gruzovce@zoznam.sk	Martin Petík			00690091	123	409	1453	0948 863 636	Obecný úrad
Košický	Košice okolie	Gyňov	Čanianska	3	044 14	Čaňa	055	699 91 19-243	699 92 43	www.gynov.ocu.sk	gynov@stonline.sk	Denisa Vargová			00324159	575 	538	1255	0911 705 776	Obecný úrad
Banskobystrický	Rimavská Sobota	Hajnáčka	Hlavné námestie	484	980 33	Hajnáčka	047	581 21 42,43	581 21 44	www.hajnacka.webnode.sk	hajnacka@stonline.sk	Jozef Hunyák			00318736	1191	2566	1425	0905 244 181	Obecný úrad
Košický	Košice okolie	Haniska		248	044 57	Haniska	055	693 01 25	693 01 04	www.haniska-ke.sk	"haniska@haniska-ke.sk;starosta@haniska-ke.sk"	Ing. Miloš Barcal			00324175	1348	1729	1267	0918 372 903	Obecný úrad
Banskobystrický	Banská Bystrica	Harmanec	Harmanec	6	976 03	Harmanec	048	419 82 24	419 82 24	www.harmanec.sk	"harmanecobecny@mail.t-com.sk;starostka@harmanec.sk"	Henrieta Ivanová			00313416	864	776	1540	0911 896 022	Obecný úrad
Prešovský	Bardejov	Hažlín		200	086 14	Hažlín	054	476 73 03, 488 40 33	476 73 03	obechazlin.sk	"hazlin@mail.t-com.sk;obechazlin@pobox.sk;starosta.a@post.sk"	Ing. František Olah		Ing. Anna Majerniková 	00322016	1152	2009	1414	0911 609 933	Obecný úrad
Košický	Gelnica	Helcmanovce	Helcmanovce	161	055 63	Helcmanovce	053	479 92 51, 52 	479 92 51	www.helcmanovce.sk	"helcmanovce@helcmanovce.sk; ttheis@helcmanovce.sk"	Blanka Vargová			00329100	1494	1285	1297	0902 904 880	Obecný úrad
Banskobystrický	Brezno	Heľpa	Farská	588/2	976 68	Heľpa	048	618 61 50,670 09 41,618 62 37	670 09 48	www.helpa.sk	"helpa@helpa.sk;starosta@helpa.sk;ouhelpa@stonline.sk "	Peter Hyriak 			00313424	2755	4170	1551	0905 651 122,0905 310 490,0911 318 459	Obecný úrad
Prešovský	Vranov nad Topľou	Hencovce	Sládkovičová	1995	093 02	Vranov nad Topľou	057	443 15 98	443 15 98	www.hencovce.sk	hencovce@mail.t-com.sk	Ing. Štefan Kovaľ			35532319	1291	576	1372	0907 021 475	Obecný úrad
Prešovský	Prešov	Hermanovce		59	082 35	Hendrichovce	051	459 42 93	459 42 93	"www.hermanovce.info;www.alfamedia.sk/hermanovce"	hermanovce@zoznam.sk	Rudolf Šeliga			00327085	1596	1596	1320	0911 343 626	Obecný úrad
Banskobystrický	Banská Bystrica	Hiadeľ	Hiadeľ	68	976 61	Lučatín	048	419 11 41,419 11 76	419 11 80	www.hiadel.sk	"hiadel@hiadel.sk;starosta@hiadel.sk;ouhiadel@stonline.sk "	Ondrej Snopko			00313432	515	1656	1424	0918 457 267	Obecný úrad
Košický	Sobrance	Hlivištia		73	073 01	Sobrance	056	652 23 17		www.hlivistia.sk	hlivistia@lekosonline.sk	Miroslav Džuba			00325163	376	2021	1413	0918 519 218	Obecný úrad
Košický	Spišská Nová Ves	Hnilčík		38	053 32	Hnilčík	053	449 41 03,449 41 43	449 41 03	www.hnilcik.ocu.sk	"hnilcik@stonline.sk;vfabian1@stonline.sk"	Vladimír Fabian			00329134	546	2223	1315	0903 624 640	Obecný úrad
Košický	Spišská Nová Ves	Hnilec	Huta	77/6	053 75	Hnilec	053	449 32 91	449 32 91	www.hnilec.eu	hnilec@t-zones.sk	Ing. Otokár Jeremiáš			00329142	457	2708	1290	0903 468 841	Obecný úrad
Košický	Košice okolie	Hodkovce		2	044 21	Šemša	055	697 01 78	697 01 78	www.obec-hodkovce.sk	hodkovce@amber.sk	Gabriel Sobota			00691241	272	757	1318	0915 964 665 	Obecný úrad
Nitriansky	Levice	Hontianske Trsťany	Hontianske Trsťany	27	935 86	Hontianske Trsťany	036	632 31 21	632 31 21	www.hontiansketrstany.ocu.sk	hont.trstany@mail.t-com.sk	JUDr. Jozef Gálus			00307556	328	1554	1245	0903 729 555	Obecný úrad
Košický	Sobrance	Horňa		145	073 01	Sobrance	056	652 22 93		www.obechorna.sk 	horna@interdum.sk	Slavomír Pšak			00325180	384	673	1417		Obecný úrad
Trenčiansky	Púchov	Horná Breznica	Horná Breznica	78	020 61	Lednické Rovne	042	471 11 52	471 11 54	www.hornabreznica.eu	hornabreznica@playmax.sk	Tibor Mičko			00692352	477	1227	1388	0915 795 078	Obecný úrad
Banskobystrický	Brezno	Horná Lehota	Horná Lehota	99	976 51	Horná Lehota	048	617 93 60	617 93 60	www.horna-lehota.sk	hornalehota@brnet.sk	Vladimír Bušniak 			00313441	596	4589	1406	0903 488 610	Obecný úrad
Banskobystrický	Veľký Krtíš	Horná Strehová	Horná Strehová	26	991 02	Dolná Strehová	047	489 71 97	489 71 97		hornastrehova@procomp.sk	Jana Kukučková			00319333	179	781	1493	0908 924 717	Obecný úrad
Trenčiansky	Trenčín	Horná Súča	Horná Súča	233	913 33	Horná Súča	032	651 96 11-21	651 96 22	www.hornasuca.sk	"hornasuca@hornasuca.sk;starosta@hornasuca.sk"	Ing. Juraj Ondračka			00311561	3420	5383	1208	0918 500 836,0905 434 417	Obecný úrad
Trnavský	Dunajská Streda	Horné Mýto	Hlavná ulica 	97	930 13	Horné Mýto	031	558 13 11,558 17 77	558 13 11	www.hornemyto.sk	"hornemyto@intermail.sk;vamos@intermail.sk"	Andrej Puss			00655449	951	1210	1406	0911530746	Obecný úrad
Trnavský	Galanta	Horné Saliby	Hlavná 	297	925 03	Horné Saliby	031	785 23 99, 785 22 51	785 24 12	www.hornesaliby.sk	hornesaliby@hornesaliby.sk	Ing. Pavol Dobosy			00305952	3225	3484	1233		Obecný úrad
Nitriansky	Levice	Horné Semerovce	Horné Semerovce	100	935 84	Horné Semerovce	036	749 10 62,742 04 10	749 10 62	www.hornesemerovce.sk	"hornesemerovce@hornesemerovce.sk;starosta@hornesemerovce.sk"	Mgr. Tomáš Pásztor			00306990	612	1009	1268	0908 785 497	Obecný úrad
Banskobystrický	Veľký Krtíš	Horné Strháre	Horné Strháre	29	991 04	Dolné Strháre	047	489 63 59			hornestrhare@gmail.com	Juraj Pastorok			00648205	265	1278	1243		Obecný úrad
Nitriansky	Zlaté Moravce	Hosťovce	Hosťovce	49	951 91	Hosťovce	037	634 52 05	634 52 28	www.hostovce.estranky.sk	hostovce@centrum.sk	Peter Belica			00308005	762	1624	1209		Obecný úrad
Prešovský	Prešov	Hrabkov		81	082 33	Chminianska Nová Ves	051	795 61 90	795 61 90	www.hrabkov.ocu.sk	"hrabkov@hrabkov.sk;starosta@hrabkov.sk"	Jaroslav Hovančák			00327093	687	1670	1330	0905 502 860	Obecný úrad
Prešovský	Svidník	Hrabovčík		126	089 01	Svidník	054	788 17 52	788 17 53	www.hrabovcik.ocu.sk	hrabovcik@vl.sk	Sergej Vasilenko			00330485	323	710	1548	0903 261 292	Obecný úrad
Prešovský	Bardejov	Hrabovec		104	086 11 	Hrabovec 	054	479 72 25			hrabovecou@azet.sk	Vladislav Juskuv			00322041	507	785	1338	0904 951 265	Obecný úrad
Košický	Spišská Nová Ves	Hrabušice	Hlavná 	171/46	053 15	Hrabušice 	053	449 02 06  	449 02 06	www.hrabusice.sk	hrabusice@stonline.sk	PaedDr. Jana Skokanová  			00329151	2388	4088	1279	0917 800 133	Obecný úrad
Košický	Gelnica	Hrišovce	Hrišovce	67	053 51	Kluknava	053	447 32 80, 429 74 95-6	429 74 96	www.hrisovce.sk	"hrisovce@hrisovce.sk;starosta@hrisovce.sk  "	Milan Michlík			00329169	307	795	1311	0905 531 397	Obecný úrad
Banskobystrický	Poltár	Hrnčiarska Ves	časť Veľká Suchá	237	980 13	Hrnčiarska Ves	047	567 43 17	567 43 17	"www.hrnciarskaves.sk;www.hrnciarskaves.ocu.sk;www.hrnciarskaves.meu.zoznam.sk"	"hrnciarskaves@gmail.com;sekretariat@hrnciarskaves.sk;starosta@hrnciarskaves.sk;hrnciarskaves@inmail.sk"	Ján Melicher			00318787	986	2578	1285	0907 878 166	Obecný úrad
Banskobystrický	Banská Bystrica	Hrochoť	Námestie Andreja Sládkoviča	343/1	976 37	Hrochoť	048	419 01 60	410 01 62	www.hrochot.sk	hrochot@hrochot.sk	Bc. Marian Mazúch 			00313475	1494	3474	1424	0907 813 897, 0917818590	Obecný úrad
Nitriansky	Levice	Hronovce	Levická	3	935 61	Hronovce	036	779 60 20,61 97	779 61 97	www.hronovce.sk	hronovce@nextra.sk 	Róbert Csudai			00307041	1480	3096	1239	0908 520 303	Obecný úrad
Nitriansky	Topoľčany	Hrušovany	Hrušovany	346	956 13	Koniarovce	038	531 40 76,77,78	531 40 76	www.hrusovany.sk	hrusovany@hrusovany.sk 	Ing. Jozef Benca			00699179	1103	554	1318	0911 153 878	Obecný úrad
Banskobystrický	Rimavská Sobota	Hrušovo	Hrušovo	39	980 25	Hrušovo	047	569 01 51			hrusovo.obec@azet.sk	Ján Sklenár			00318809	199	1577	1297	0908 266 220	Obecný úrad
Prešovský	Vranov nad Topľou	Vavrinec		2	094 31	Hanušovce nad Topľou	057	445 22 04		www.vavrinec.ocu.sk	htabakova@fo.pz.sk	Helena Kiššová			00332909	59	545	1363	0903 760 247	Obecný úrad
Banskobystrický	Detva	Horný Tisovník	Horný Tisovník	77	962 75	Horný Tisovník	045	538 99 11	538 99 11	www.hornytisovnik.sk	htisovnik@podpolanou.sk	Ján Kľuka 			00319953	210	3216	1573	0902 259 257,0903 259 171	Obecný úrad
Nitriansky	Levice	Horné Turovce	Horné Turovce	108	935 81	Horné Turovce	036	749 81 66	749 81 66	www.horneturovce.sk	"hturovce@horneturovce.sk;starosta@horneturovce.sk "	Mgr. Tomáš Sztyahula			00307009	597	1297	1435	0915 952 331,0911 249 583	Obecný úrad
Trnavský	Piešťany	Hubina	Hubina	169	922 21	Moravany nad Váhom	033	774 72 25	774 72 25	www.hubina.sk	hubina@hubina.sk	Jana Myjavcová			00682241	493	2684	1353		Obecný úrad
Prešovský	Stropkov	Varechovce		62	090 23	Havaj	054	749 52 02	749 53 46 	www.varechovce.sk	hudakmilan@centrum.sk	Milan Hudák			00331147	167	1059	1430	0910 998 940	Obecný úrad
Prešovský	Kežmarok	Huncovce	Hlavná	29	059 92	Huncovce	052	468 04 31-34	468 04 35	www.huncovce.sk	huncovce@huncovce.sk	Ing. Jozef Majerčák			00326232	2646	1326	1257	0911 728 366	Obecný úrad
Prešovský	Svidník	Hunkovce		81	090 03	Ladomirová	054	759 33 15			hunkovce@centrum.sk	Mikuláš Horvát			00330493	332	696	1548		Obecný úrad
Bratislavský	Senec	Hurbanova Ves	Hurbanova Ves	48	903 01	Senec	02	4590 32 24	4590 32 24	www.hurbanovaves.sk	"hurbanova.ves@zoznam.sk;hurbanova.ves@azet.sk"	Ing. Ľubomír Petrák, CSc.			00305995	284	541	1960	0905 619 318	Obecný úrad
Prešovský	Bardejov	Hutka		47	086 36	Nižná Polianka	054	479 91 34			hutka@post.sk	Anna Carachová			00322067	85	369	1618	0911 010 266	Obecný úrad
Žilinský	Liptovský Mikuláš	Hybe	Hybe	2	032 31	Hybe	044	529 61 21	528 05 80	www.hybe.sk	hybe@hybe.sk	Martin Piovarči			00315231	1505	5286	1239	0905 292 557,0911 393 493	Obecný úrad
